Iteration,BestCost,BestHardViolations,BestGapPenalty,BestUndesirablePenalty,AvgCost,WorstCost
67,1.35539e+06,135,532,14,1.66225e+06,1.88479e+06
68,1.35539e+06,135,532,14,1.68582e+06,1.79542e+06
69,1.35539e+06,135,532,14,1.67329e+06,1.76522e+06
70,1.35539e+06,135,532,14,1.63742e+06,1.97528e+06
71,1.35539e+06,135,532,14,1.62781e+06,1.90571e+06
72,1.35539e+06,135,532,14,1.64129e+06,1.91561e+06
73,1.35539e+06,135,532,14,1.64887e+06,1.84496e+06
74,1.35539e+06,135,532,14,1.66132e+06,1.79538e+06
75,1.35539e+06,135,532,14,1.62423e+06,1.75526e+06
76,1.35539e+06,135,532,14,1.65333e+06,1.82515e+06
77,1.35539e+06,135,532,14,1.6528e+06,1.75496e+06
78,1.35539e+06,135,532,14,1.63031e+06,1.79511e+06
79,1.35539e+06,135,532,14,1.64684e+06,1.89506e+06
80,1.35539e+06,135,532,14,1.63679e+06,1.81481e+06
81,1.35539e+06,135,532,14,1.66833e+06,1.78515e+06
82,1.35539e+06,135,532,14,1.65329e+06,1.82444e+06
83,1.35539e+06,135,532,14,1.65336e+06,1.84536e+06
84,1.35539e+06,135,532,14,1.63338e+06,1.79562e+06
85,1.35539e+06,135,532,14,1.66381e+06,1.86568e+06
86,1.35539e+06,135,532,14,1.64388e+06,1.90462e+06
87,1.35539e+06,135,532,14,1.66441e+06,1.85524e+06
88,1.35539e+06,135,532,14,1.65475e+06,1.79555e+06
89,1.35539e+06,135,532,14,1.65033e+06,1.80557e+06
90,1.35539e+06,135,532,14,1.6222e+06,1.72534e+06
91,1.35539e+06,135,532,14,1.63981e+06,1.77550e+06
92,1.35539e+06,135,532,14,1.6218e+06,1.76526e+06
93,1.35539e+06,135,532,14,1.65474e+06,1.7757e+06
94,1.35539e+06,135,532,14,1.65231e+06,1.78529e+06
95,1.35539e+06,135,532,14,1.64526e+06,1.76534e+06
96,1.35539e+06,135,532,14,1.61528e+06,1.75479e+06
97,1.35539e+06,135,532,14,1.65501e+06,1.81530e+06
98,1.35539e+06,135,532,14,1.66173e+06,1.84494e+06
99,1.35539e+06,135,532,14,1.68882e+06,1.87560e+06
